model,family,params_b,task,level,n_items,rho,ceiling,share,mass_median
Falcon3-7B-Instruct,Falcon 3,7.5,presup_survey_2_acd_july_2012,pragmatics,240,0.2503,0.665,0.3764,0.9977
Falcon3-7B-Instruct,Falcon 3,7.5,pronouns_following_verbs,pragmatics,44,0.0813,0.706,0.1152,0.986
Falcon3-7B-Instruct,Falcon 3,7.5,pronouns_following_verbs_an,pragmatics,44,-0.1441,0.663,-0.2174,0.9718
Falcon3-7B-Instruct,Falcon 3,7.5,pronouns_following_verbs_ce,pragmatics,44,-0.0858,0.708,-0.1212,0.9798
Falcon3-7B-Instruct,Falcon 3,7.5,pronouns_following_verbs_sm,pragmatics,44,0.0456,0.443,0.1029,0.9723
Falcon3-7B-Instruct,Falcon 3,7.5,pronouns_following_verbs_so,pragmatics,44,0.158,0.509,0.3103,0.9541
Falcon3-7B-Instruct,Falcon 3,7.5,pronouns_following_verbs_ve,pragmatics,45,-0.0835,0.567,-0.1472,0.968
Falcon3-7B-Instruct,Falcon 3,7.5,quant_syn_april_13_2012_90_sentences_with_a_question_and_a_rating_code,syntax,184,0.7415,0.91,0.8148,0.9982
Falcon3-7B-Instruct,Falcon 3,7.5,quant_syn_april_14_2012_48_sentences_with_a_question_and_a_rating_code,syntax,168,0.7605,0.96,0.7922,0.9981
Falcon3-7B-Instruct,Falcon 3,7.5,quant_syn_april_16_2012_36_sentences_with_a_question_and_a_rating_code,syntax,126,0.8589,0.965,0.8901,0.9979
Falcon3-7B-Instruct,Falcon 3,7.5,quantifier_naturalness_survey_june_4_2010,syntax,192,0.2882,0.639,0.4511,0.9983
Falcon3-7B-Instruct,Falcon 3,7.5,quantitative_syntax_survey,syntax,129,0.5379,0.852,0.6314,0.9984
Falcon3-7B-Instruct,Falcon 3,7.5,rating_english_sentences,syntax,240,0.6572,0.899,0.7311,0.9931
Falcon3-7B-Instruct,Falcon 3,7.5,reasoning_and_language_tasks_survey_code_talkative_pigeon,syntax,72,0.3841,0.941,0.4081,0.9987
Falcon3-7B-Instruct,Falcon 3,7.5,relative_clause_displacements_in_english_sentences,syntax,180,0.3698,0.501,0.7381,0.9991
Falcon3-7B-Instruct,Falcon 3,7.5,relative_clause_displacements_in_english_sentences_with_fill,syntax,93,0.3419,0.846,0.4042,0.9991
Falcon3-7B-Instruct,Falcon 3,7.5,replication_study_9_59,discourse,185,0.487,0.363,1.3416,0.9994
Falcon3-7B-Instruct,Falcon 3,7.5,richard_islands_acceptability_expt_1_april_25_2013_3,syntax,144,0.6239,0.819,0.7618,0.9975
Falcon3-7B-Instruct,Falcon 3,7.5,richard_islands_acceptability_expt_2_april_26_2013,syntax,228,0.8095,0.92,0.8799,0.9978
Falcon3-7B-Instruct,Falcon 3,7.5,richard_islands_acceptability_expt_4_april_26_2013_1,syntax,100,0.7792,0.931,0.8369,0.9981
Falcon3-7B-Instruct,Falcon 3,7.5,richard_islands_acceptability_expt_5_april_27_2013_1,syntax,132,0.4154,0.619,0.6711,0.9974
Falcon3-7B-Instruct,Falcon 3,7.5,richard_islands_acceptability_expt_6_april_28_2013_while_whq_decl,syntax,100,0.7407,0.965,0.7675,0.998
Falcon3-7B-Instruct,Falcon 3,7.5,russian_freezing,syntax,180,0.3096,0.898,0.3448,0.9325
Falcon3-7B-Instruct,Falcon 3,7.5,semantics1_finalproject,sentence_semantics,96,0.884,0.972,0.9094,0.9953
Falcon3-7B-Instruct,Falcon 3,7.5,semantics2_finalproject,sentence_semantics,96,0.8464,0.986,0.8584,0.9947
Falcon3-7B-Instruct,Falcon 3,7.5,semantics3_final_project,pragmatics,96,0.6735,0.974,0.6915,0.9808
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_completions_and_islands_acceptability_expt_1_nov_13_2012,syntax,112,0.7332,0.969,0.7566,0.9977
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_isac_survey_feb_2011,syntax,304,0.6677,0.836,0.7986,0.9974
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_acd_ratings_hackl_expt_7_oct_25_2012_1,syntax,176,0.4407,0.886,0.4974,0.9972
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_acd_ratings_hackl_replic_expt_1_july_14_20,syntax,480,0.6353,0.864,0.7353,0.9976
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_acd_ratings_v4_july_13_2012,syntax,176,0.5715,0.748,0.764,0.9974
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_acd_v1_jan_2012,discourse,128,0.2614,0.299,0.8742,0.9993
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_acd_v6_oct_25_2012,discourse,128,0.1526,0.602,0.2535,0.9991
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_denise_jan_12_2011_survey_code_pig_the_pig,syntax,200,0.7879,0.986,0.7991,0.9978
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_denise_sept_8_2010_survey_code_pig_the_pig,syntax,224,0.7525,0.972,0.7742,0.9978
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_feb_16_1_2012_60_items_code_shy_armadillo,syntax,120,0.5362,0.912,0.5879,0.9971
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_gs_dec_2009,pragmatics,122,0.5814,0.882,0.6592,0.9997
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_gs_jan_2010,pragmatics,133,0.6511,0.906,0.7186,0.9997
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_gs_jan_23_2010,pragmatics,216,0.5347,0.942,0.5676,0.9997
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy,pragmatics,72,0.4251,0.873,0.4869,0.9997
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_jk_april_4_2010,discourse,96,0.3591,0.886,0.4053,0.9986
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_jk_april_4_expt_3_2010,discourse,96,0.4031,0.83,0.4857,0.9986
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_jk_april_9_expt_4_2010,discourse,96,0.3441,0.831,0.414,0.9986
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_jk_june_24_2010_v2,discourse,176,0.2324,0.787,0.2953,0.9985
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_jk_mar_2010,discourse,96,0.1225,0.88,0.1392,0.9986
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_jkm_dec_2009,discourse,128,0.0709,0.18,0.3937,0.9973
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_jkm_jan_2012,discourse,128,0.0133,0.266,0.0502,0.9993
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_lb_dec_2009,discourse,108,0.6562,0.832,0.7887,0.9986
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_lb_feb_20_2010_v2,discourse,79,0.6541,0.951,0.6878,0.9989
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_lb_jan_2011,discourse,519,0.6293,0.886,0.7103,0.9984
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_lb_jan_2011_v2,discourse,519,0.4113,0.689,0.597,0.9985
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_lb_jan_2011_v3,discourse,519,0.5757,0.886,0.6498,0.9985
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_lb_mar_2010_2,discourse,241,0.6233,0.935,0.6666,0.9986
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_lb_mar_2010,discourse,123,0.6007,0.951,0.6317,0.9987
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_lb_may_2010,discourse,148,0.5273,0.953,0.5533,0.998
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_lb_prelim_oct_2010,discourse,402,0.5734,0.882,0.6501,0.998
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_rw_dec_2009,discourse,180,0.6084,0.825,0.7374,0.9983
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_for_rw_jan_2010,discourse,480,0.5604,0.872,0.6426,0.9983
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater,sentence_semantics,368,0.7906,0.883,0.8953,0.9981
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater,sentence_semantics,384,0.7463,0.883,0.8451,0.9981
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat,syntax,84,0.4212,0.757,0.5565,0.9981
Falcon3-7B-Instruct,Falcon 3,7.5,sentence_naturalness_survey_nat_aug_28_2010_survey_code_downtown,syntax,270,0.566,0.956,0.592,0.9983
Falcon3-7B-Instruct,Falcon 3,7.5,short_acceptability_feb_6_2014,syntax,128,0.383,0.907,0.4223,0.9973
Falcon3-7B-Instruct,Falcon 3,7.5,susan_canonicity_rerunning_2,syntax,52,0.7065,0.95,0.7437,0.9982
Falcon3-7B-Instruct,Falcon 3,7.5,topicalization_e1,syntax,77,0.7229,0.942,0.7674,0.9984
Falcon3-7B-Instruct,Falcon 3,7.5,verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,188,0.4929,0.972,0.5071,0.9995
Falcon3-7B-Instruct,Falcon 3,7.5,verb_causality_study_syntax_ratings_mk_april_2010,syntax,653,0.2133,0.633,0.337,0.9957
Falcon3-7B-Instruct,Falcon 3,7.5,wm2_wm5_9_59_sentence_naturalness_survey_april_2011,syntax,219,0.6966,0.839,0.8303,0.9969
Falcon3-7B-Instruct,Falcon 3,7.5,word3_b_word_naturalness_survey_may_4_2011_160_items_code_sleepy_bear,subword,158,0.5395,0.937,0.5758,0.9996
Falcon3-7B-Instruct,Falcon 3,7.5,word3_word_naturalness_survey_may_1_2011_45_items_code_nosy_badger,subword,45,0.1922,0.948,0.2027,0.9995
Llama-3.2-1B-Instruct,Llama 3,1.2,50_sentences_noisy_channel_may_25_2011,pragmatics,208,0.1587,0.555,0.286,0.997
Llama-3.2-1B-Instruct,Llama 3,1.2,50_sentences_with_2_comp_qs_plus_rating_mar_11_2011,sentence_semantics,208,0.1407,0.588,0.2393,0.2335
Llama-3.2-1B-Instruct,Llama 3,1.2,acceptability_extension_959_v5,syntax,566,0.4436,0.797,0.5566,0.0057
Llama-3.2-1B-Instruct,Llama 3,1.2,acceptability_judgments_kang,syntax,136,-0.7291,0.974,-0.7485,0.0069
Llama-3.2-1B-Instruct,Llama 3,1.2,acceptability_replication_959,syntax,288,0.3804,0.964,0.3946,0.0267
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_context_polly_1_nov_23_2012,discourse,310,-0.0052,0.462,-0.0113,0.4119
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_no_context_polly_1_nov_23_2012,syntax,213,0.2267,0.838,0.2706,0.0038
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_project_also_3_nov_24_2012_2,syntax,128,-0.4882,0.874,-0.5585,0.0034
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_project_expt_23_also_nov_16_2012,syntax,600,0.0193,0.825,0.0233,0.004
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_project_expt_24_same_diff_verbs_nov_16_2012,syntax,472,0.0716,0.89,0.0805,0.0034
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_project_expt_31_same_diff_verbs_nov_16_2012_1,syntax,176,-0.2849,0.755,-0.3774,0.0033
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_project_expt_42_also_verbs_nov_29_2012_1,syntax,176,-0.2983,0.63,-0.4735,0.0032
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_project_expt_44_the_same_nov_29_2012_1,syntax,140,0.0667,0.601,0.111,0.0041
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012,syntax,360,-0.064,0.774,-0.0827,0.0018
Llama-3.2-1B-Instruct,Llama 3,1.2,acd_project_expt_46_also_in_hkv_2_nov_29_2012_1,syntax,448,0.0009,0.56,0.0017,0.0021
Llama-3.2-1B-Instruct,Llama 3,1.2,active_passive_sentence_naturalness_survey_july_2012,syntax,132,-0.0328,0.887,-0.037,0.0042
Llama-3.2-1B-Instruct,Llama 3,1.2,aixiu_coherence_en_update1,sentence_semantics,277,0.1257,0.882,0.1425,0.0253
Llama-3.2-1B-Instruct,Llama 3,1.2,alex_paunov_literal_inferences_dec_3_2011,pragmatics,299,-0.2629,0.908,-0.2895,0.044
Llama-3.2-1B-Instruct,Llama 3,1.2,amouyal2024_plausibility,sentence_semantics,853,-0.2324,0.915,-0.254,0.4668
Llama-3.2-1B-Instruct,Llama 3,1.2,animacy_passive_dative_kyle,syntax,120,-0.1155,0.926,-0.1247,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,anne_abeille_acceptability_july_12_2017_1,syntax,296,0.0268,0.635,0.0421,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,base_acceptability_0908,syntax,73,-0.4096,0.931,-0.44,0.0023
Llama-3.2-1B-Instruct,Llama 3,1.2,brief_sentence_naturalness_survey_march_2011,sentence_semantics,64,0.5454,0.96,0.5681,0.006
Llama-3.2-1B-Instruct,Llama 3,1.2,can_noncan_acceptability_0924,syntax,88,0.6054,0.966,0.6267,0.0008
Llama-3.2-1B-Instruct,Llama 3,1.2,can_noncan_acceptability_2,syntax,88,0.5786,0.962,0.6015,0.0007
Llama-3.2-1B-Instruct,Llama 3,1.2,chinese_dative,discourse,96,0.0703,0.715,0.0983,0.5028
Llama-3.2-1B-Instruct,Llama 3,1.2,class_demo,syntax,44,-0.2201,0.927,-0.2374,0.0011
Llama-3.2-1B-Instruct,Llama 3,1.2,clefting_e3,syntax,48,-0.1981,0.877,-0.2259,0.001
Llama-3.2-1B-Instruct,Llama 3,1.2,clefting_e4,syntax,48,0.017,0.969,0.0176,0.0009
Llama-3.2-1B-Instruct,Llama 3,1.2,coherence_survey_list1_main,discourse,100,0.1442,0.95,0.1518,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,coherence_survey_list2_main,discourse,100,0.0188,0.948,0.0198,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,coherence_survey_list3_main,discourse,100,0.0945,0.942,0.1003,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,coherence_survey_list4_main,discourse,100,0.0701,0.95,0.0738,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,constituency_tests_2,syntax,48,-0.0007,0.836,-0.0008,0.0008
Llama-3.2-1B-Instruct,Llama 3,1.2,constituency_tests,syntax,48,-0.0102,0.654,-0.0155,0.0011
Llama-3.2-1B-Instruct,Llama 3,1.2,copy_cat_polly_june_2014,discourse,102,0.2042,0.865,0.2361,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,copy_of_verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,62,-0.1212,0.83,-0.1461,0.8606
Llama-3.2-1B-Instruct,Llama 3,1.2,crossed_dependencies_long,syntax,201,-0.2617,0.899,-0.2911,0.0133
Llama-3.2-1B-Instruct,Llama 3,1.2,cul_jack_april_12_2012_54_short_texts_with_two_comprehension_questions,syntax,210,0.1241,0.896,0.1385,0.0003
Llama-3.2-1B-Instruct,Llama 3,1.2,cul_jack_sentence_naturalness_survey_april_2010,syntax,220,0.6044,0.952,0.6349,0.0021
Llama-3.2-1B-Instruct,Llama 3,1.2,dative_alternation_extension_version_2,syntax,229,0.2028,0.456,0.4447,0.0031
Llama-3.2-1B-Instruct,Llama 3,1.2,dative_finnish,discourse,96,-0.1674,0.689,-0.243,0.0015
Llama-3.2-1B-Instruct,Llama 3,1.2,dative_turkish,discourse,96,0.3062,0.734,0.4172,0.0522
Llama-3.2-1B-Instruct,Llama 3,1.2,dentella2023_grammaticality,syntax,80,0.0801,0.981,0.0817,0.0599
Llama-3.2-1B-Instruct,Llama 3,1.2,depth_charge_survey,sentence_semantics,188,-0.0615,0.846,-0.0727,0.555
Llama-3.2-1B-Instruct,Llama 3,1.2,depth_charge_with_noise,sentence_semantics,188,0.0754,0.854,0.0883,0.5471
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_30subjs_list1,discourse,100,0.1577,0.941,0.1676,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_30subjs_list2,discourse,100,0.053,0.951,0.0557,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_30subjs_list3,discourse,100,0.08,0.947,0.0845,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_30subjs_list4,discourse,100,0.0281,0.942,0.0298,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_causality_list1,discourse,100,0.3684,0.935,0.394,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_causality_list2,discourse,100,0.4467,0.952,0.4692,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_causality_list3,discourse,100,0.3149,0.933,0.3375,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_causality_list4,discourse,100,0.4705,0.955,0.4926,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_changed_0428,discourse,48,-0.0193,0.953,-0.0202,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_coherence_list1,discourse,100,0.3297,0.943,0.3496,0.0003
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_coherence_list2,discourse,100,0.2722,0.936,0.2908,0.0003
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_coherence_list3,discourse,100,0.4248,0.95,0.4471,0.0003
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_coherence_list4,discourse,100,0.2787,0.933,0.2987,0.0003
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_imagability_pairs_list1,sentence_semantics,100,-0.2308,0.917,-0.2517,0.0046
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_imagability_pairs_list2,sentence_semantics,100,-0.0639,0.946,-0.0675,0.003
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_imagability_singles_list1,sentence_semantics,100,0.0729,0.938,0.0777,0.014
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_imagability_singles_list2,sentence_semantics,100,0.1747,0.954,0.1832,0.0117
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_imagability_singles_list3,sentence_semantics,100,0.1832,0.931,0.1967,0.0143
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_imagability_singles_list4,sentence_semantics,100,0.3778,0.948,0.3985,0.0132
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_mentalizing_pairs_list1,sentence_semantics,100,-0.1003,0.928,-0.1081,0.4104
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_mentalizing_pairs_list2,sentence_semantics,100,-0.3139,0.931,-0.3372,0.3488
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_mentalizing_singles_list1,sentence_semantics,100,-0.2588,0.935,-0.2768,0.0193
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_mentalizing_singles_list2,sentence_semantics,100,-0.0719,0.925,-0.0777,0.0145
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_mentalizing_singles_list3,sentence_semantics,100,-0.4012,0.909,-0.4413,0.0189
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_mentalizing_singles_list4,sentence_semantics,100,-0.159,0.952,-0.167,0.0145
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_physics_pairs_list1,sentence_semantics,100,-0.122,0.957,-0.1275,0.6737
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_physics_pairs_list2,sentence_semantics,100,0.1252,0.951,0.1316,0.6165
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_physics_singles_list1,sentence_semantics,100,0.0988,0.943,0.1048,0.5265
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_physics_singles_list2,sentence_semantics,100,-0.0272,0.952,-0.0286,0.483
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_physics_singles_list3,sentence_semantics,100,0.2569,0.941,0.273,0.5035
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_physics_singles_list4,sentence_semantics,100,0.2423,0.942,0.2572,0.4823
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_scenes_pairs_list1,sentence_semantics,100,-0.0518,0.944,-0.0549,0.0978
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_scenes_pairs_list2,sentence_semantics,100,0.2015,0.95,0.2121,0.0778
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_scenes_singles_list1,sentence_semantics,100,-0.0246,0.944,-0.0261,0.1145
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_scenes_singles_list2,sentence_semantics,100,0.0389,0.949,0.041,0.0886
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_scenes_singles_list3,sentence_semantics,100,0.2539,0.966,0.2629,0.1251
Llama-3.2-1B-Instruct,Llama 3,1.2,discourse_scenes_singles_list4,sentence_semantics,100,0.0717,0.964,0.0744,0.0957
Llama-3.2-1B-Instruct,Llama 3,1.2,diveica2023_socialness,lexical_semantics,1000,0.0576,0.883,0.0652,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,ecog_sentences_imaginability_jan_8_2014,sentence_semantics,120,0.3437,0.833,0.4126,0.7713
Llama-3.2-1B-Instruct,Llama 3,1.2,ecog_sentences_naturalness_jan_8_2014_2,sentence_semantics,120,-0.1175,0.727,-0.1617,0.0078
Llama-3.2-1B-Instruct,Llama 3,1.2,edwards2024_spelling_to_pronunciation_transparency,subword,1000,-0.0429,0.826,-0.052,0.0405
Llama-3.2-1B-Instruct,Llama 3,1.2,erp_norming_error_detection_june_2013_4,syntax,323,-0.3838,0.841,-0.4563,0.5201
Llama-3.2-1B-Instruct,Llama 3,1.2,erp_sentence_naturalness_survey_june_2013_2,syntax,483,-0.2111,0.922,-0.229,0.004
Llama-3.2-1B-Instruct,Llama 3,1.2,eunice_disfluency_2_nov_17_2011,syntax,190,-0.2646,0.832,-0.318,0.0089
Llama-3.2-1B-Instruct,Llama 3,1.2,eunice_disfluency_nov_15_2011,syntax,468,-0.2926,0.807,-0.3625,0.0089
Llama-3.2-1B-Instruct,Llama 3,1.2,european_portuguese_rc,syntax,174,0.0629,0.84,0.0748,0.1944
Llama-3.2-1B-Instruct,Llama 3,1.2,european_portuguese_wh,syntax,174,-0.2791,0.893,-0.3125,0.3728
Llama-3.2-1B-Instruct,Llama 3,1.2,extension,syntax,138,0.3655,0.872,0.4191,0.0341
Llama-3.2-1B-Instruct,Llama 3,1.2,gabriel_rc,syntax,174,-0.035,0.818,-0.0428,0.19
Llama-3.2-1B-Instruct,Llama 3,1.2,gabriel_wh,syntax,174,-0.0889,0.902,-0.0985,0.3303
Llama-3.2-1B-Instruct,Llama 3,1.2,giurgea2025_motivation,lexical_semantics,1000,-0.078,0.856,-0.0912,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,huang_response_set1a,syntax,288,-0.2255,0.966,-0.2335,0.2459
Llama-3.2-1B-Instruct,Llama 3,1.2,huang_response_set1b,syntax,288,-0.2699,0.964,-0.28,0.2627
Llama-3.2-1B-Instruct,Llama 3,1.2,huang_response_set2a,syntax,288,-0.1604,0.97,-0.1653,0.2381
Llama-3.2-1B-Instruct,Llama 3,1.2,huang_response_set2a_declaratives,syntax,288,-0.1728,0.97,-0.1781,0.2527
Llama-3.2-1B-Instruct,Llama 3,1.2,huang_response_set2b,syntax,288,-0.0948,0.97,-0.0977,0.2405
Llama-3.2-1B-Instruct,Llama 3,1.2,huang_response_set2b_declaratives,syntax,288,-0.1027,0.974,-0.1054,0.2406
Llama-3.2-1B-Instruct,Llama 3,1.2,imperative_control_iad_gs_may_16_2011_purple_puppy,pragmatics,96,0.0315,0.86,0.0367,0.4291
Llama-3.2-1B-Instruct,Llama 3,1.2,isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c,syntax,256,0.3202,0.885,0.3618,0.0
Llama-3.2-1B-Instruct,Llama 3,1.2,islands_acceptability_expt_2_dec_2_2012,syntax,480,-0.0112,0.874,-0.0128,0.0013
Llama-3.2-1B-Instruct,Llama 3,1.2,italian_dative_v2,discourse,192,0.0404,0.604,0.0669,0.086
Llama-3.2-1B-Instruct,Llama 3,1.2,italian_locative_v7,discourse,192,0.1238,0.66,0.1875,0.0916
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_auditory,lexical_semantics,1000,-0.0318,0.831,-0.0382,0.0398
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_foot_leg,lexical_semantics,1000,0.1237,0.729,0.1697,0.0013
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_gustatory,lexical_semantics,1000,0.1104,0.545,0.2025,0.0004
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_hand_arm,lexical_semantics,1000,0.1204,0.783,0.1538,0.0003
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_haptic,lexical_semantics,1000,0.2569,0.808,0.318,0.0042
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_head,lexical_semantics,1000,0.0591,0.57,0.1036,0.0007
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_interoceptive,lexical_semantics,1000,0.1617,0.778,0.2078,0.0049
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_mouth,lexical_semantics,1000,-0.065,0.777,-0.0836,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_olfactory,lexical_semantics,1000,0.2453,0.622,0.3944,0.0013
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_torso,lexical_semantics,1000,0.0478,0.675,0.0709,0.0001
Llama-3.2-1B-Instruct,Llama 3,1.2,lancaster2020_visual,lexical_semantics,1000,0.2892,0.767,0.377,0.0135
Llama-3.2-1B-Instruct,Llama 3,1.2,lauren_sentence_naturalness_survey_expt3_nov_17_2011,syntax,460,-0.0108,0.633,-0.0171,0.0027
Llama-3.2-1B-Instruct,Llama 3,1.2,lauren_sentence_naturalness_survey_expt_2_nov_15_2011,syntax,252,-0.2773,0.712,-0.3895,0.0072
Llama-3.2-1B-Instruct,Llama 3,1.2,lauren_sentence_naturalness_survey_oct_14_2011,syntax,360,-0.2636,0.703,-0.375,0.0065
Llama-3.2-1B-Instruct,Llama 3,1.2,lexical_frame_adjectives_likert_set1,syntax,384,-0.5472,0.83,-0.6592,0.8404
Llama-3.2-1B-Instruct,Llama 3,1.2,lexical_frame_adjectives_likert_set2,syntax,384,-0.5634,0.744,-0.7572,0.8409
Llama-3.2-1B-Instruct,Llama 3,1.2,lexical_frame_adjectives_likert_set3,syntax,384,-0.6085,0.873,-0.697,0.8284
Llama-3.2-1B-Instruct,Llama 3,1.2,locative_topicalization_survey,discourse,229,0.0816,0.777,0.105,0.392
Llama-3.2-1B-Instruct,Llama 3,1.2,massive_mem_arousal_mar_2013,lexical_semantics,1000,0.2557,0.883,0.2896,0.0492
Llama-3.2-1B-Instruct,Llama 3,1.2,massive_mem_arousal_mar_2013_end_2,lexical_semantics,242,0.4818,0.85,0.5668,0.0378
