dataset,domain,status,type,severity,verified,verify_note,fixable_from_raw,description,evidence,proposed_fix,missing_info
mk_alive_corpus_questionnaire,mturk,issues,markup_target_lost,high,True,,partial,"Raw sentences mark constituents with HTML — underlined NPs and bolded verb (plus Input.TargetNP1..100 columns) — so the question almost certainly referred to the marked words; converted units strip all markup, making the rated target unrecoverable from the unit alone.","Raw: ""<u>Ya</u> do n't <b>need </b><u>a bath + room</u> ."" with Input.TargetNP='a bath + room'-style columns; converted: ""Ya do n't need a bath + room .""",,"Markers restorable from raw Input.Sentence/TargetNP, but what the question asked about the marked words requires the HIT HTML."
mk_alive_corpus_questionnaire,mturk,issues,unit_tokenization_artifacts,low,,,partial,"Units keep CHILDES-style tokenization: clitic splits ('You 're', 'n't'), space before final period, and '+'-joined compounds ('ice + cream', 'bath + room').","3 units contain '+'; all present identically in raw Input.Sentence, so faithful to raw but unnatural as LLM stimuli.",,Detokenization is heuristic; original untokenized corpus sentences not in export.
mk_alive_corpus_questionnaire,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
mk_goals_corpus_questionnaire,mturk,issues,wrong_or_generic_dimension,high,True,,no,"Generic 'Rate the sentence.' instruction; raw export lacks the 1-5 Rating question wording; identical column structure and stimuli to mk_alive but means correlate only r=0.473 with it, so the question likely differed ('Goals' theme) yet both converted instructions are identical.",Title='Answer some simple questions about English sentences'; Answer.Alive* (Yes/No) + Answer.Rating* (1-5); r=0.473 with mk_alive means over 286 shared units.,,Original HIT HTML question wording for the 'Goals' questionnaire's 1-5 rating.
mk_goals_corpus_questionnaire,mturk,issues,markup_target_lost,high,True,,partial,Same as mk_alive: underlined NPs and bolded verbs plus Input.TargetNP columns stripped from converted units.,Identical Input.Sentence markup to mk_alive folder.,,HIT HTML needed to know what the question asked about the marked constituents.
mk_goals_corpus_questionnaire,mturk,issues,unit_tokenization_artifacts,low,,,partial,"Same CHILDES-style tokenization artifacts as mk_alive ('ice + cream', 'You 're', space before period).",Identical unit set to mk_alive.,,Original untokenized corpus sentences.
mk_goals_corpus_questionnaire,mturk,issues,thin_data,low,,,no,Only 12 workers; median n per unit = 4 (already flagged 'caveat: thin' in a_index).,Raw file has 12 rows; converted n=4 per sampled unit.,,More data would require new collection.
mk_goals_corpus_questionnaire,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
mk_grammaticality_study_7_20,mturk,issues,wrong_or_generic_dimension,high,True,,yes,Instruction asks 'How grammatical is the sentence?' but the participant-facing raw Description says workers rated NATURALNESS; the 'grammaticality' label comes only from the folder name.,All 24 files: Description='Read and rate the naturalness of 140 sentences (Red-Rhinoceros code name)'.,"How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",
mk_grammaticality_study_7_20,mturk,issues,attention_checks_included,high,True,,yes,"10 converted units are button-instruction catch trials, not stimuli, contributing 1079 ratings; their means track the instructed button position, proving they measure compliance, not naturalness.","'Choose the leftmost button .' mean 1.40 (n=120), 'Please click the middle button .' 3.18 (n=120), 'Select the rightmost button .' 5.00, 'You should click the rightmost button .' 4.88 (n=109); 'Select the middle button .' n=230.",Drop the 10 units matching /button/ from the dataset (they exist in raw as e.g. 'Choose the leftmost button <b></b>.').,
mk_grammaticality_study_7_20,mturk,issues,unit_whitespace_artifact,low,,,yes,255 units have a stray space before the sentence-final period introduced when stripping the <b> verb markup (raw has no space).,"Raw 'The affle <b>broke</b>.' vs converted 'The affle broke .'; 255/1538 units fail exact match to tag-stripped raw, all resolving to this pattern.",Re-strip raw Input.Sent values replacing tags with empty string (not a space) and collapse whitespace.,
mk_grammaticality_study_7_20,mturk,issues,nonnative_not_filtered,low,,,yes,6 of 120 workers answered Answer.English='no' (2 missing); conversion does not filter on this.,Answer.English counts across 24 files.,,
mk_grammaticality_study_7_20,mturk,issues,prompt_meta_leak,low,,,yes,Known meta-text leak.,Line 2 of instruction file.,,
